uav_id,packet_rate,avg_latency_ms,packet_loss_pct,command_success_rate,signal_strength_dbm,cpu_usage_pct,battery_level_pct,label,attack_type
1,44.75,40.605976741085584,3.108571283197958,0.9805985507831534,-63.99022111175184,25.04038812869691,62.8944529378349,0,Normal
2,86.375,53.774370035531234,2.330324727626884,0.9421153352466717,-52.45026856431441,36.34302309362352,59.61142292729505,0,Normal
3,65.75,61.90489725566562,1.6799966910657798,0.9449879281508411,-57.28772974268704,29.301861100326775,90.14492323020266,0,Normal
4,45.25,41.012747018348435,2.482728278838798,0.9714139726137939,-46.274657211735615,25.55158426454792,42.21589201539982,0,Normal
5,40.875,42.40483641946081,1.1531448644713616,0.9356672650069535,-54.16019850220468,38.92200068213514,68.17180892223783,0,Normal
1,119.5,49.19687200504407,0.2016499370884861,0.9917566344338827,-46.20696977412983,53.29185692220915,77.42637043884056,0,Normal
2,34.5,70.49626670458375,0.807291859697682,0.9616152418601244,-60.59032613053392,34.71458724707294,91.24338855246428,0,Normal
3,108.75,45.673308168063365,1.6030454805587218,0.9558082352256174,-50.485481792717934,44.834220352860896,74.12041886680466,0,Normal
4,47.125,52.78106293519033,1.3442209694802019,0.9646256153543361,-52.655019583025485,44.567060593973224,84.20653798064694,0,Normal
5,90.25,57.35579870966234,2.077090771780222,0.9332827450732957,-50.21183540337376,32.532403109955034,44.604871581494166,0,Normal
1,58.75,47.75254505121618,1.4127703530595714,0.9690778510911341,-60.70664272054926,44.51275746471593,61.226673101531006,0,Normal
2,73.25,52.40986034308027,2.0236243081732077,0.9490480589307209,-51.700109675244526,31.370019228606736,60.56709239634871,0,Normal
3,89.25,49.862708322678436,2.5506801413950027,0.9917749072771695,-55.03919213886262,28.66022240730667,88.74585190506447,0,Normal
4,42.875,53.26010234262305,1.4106129045724598,0.9335083365342149,-50.143500501873675,46.04149856679071,48.32541441948012,0,Normal
5,78.5,36.72478114811452,1.8886017020977848,0.9605640883092353,-58.459107116963644,28.4032245131175,48.35373947851467,0,Normal
1,44.375,46.63426353601063,0.27164921159733635,0.9678490103495214,-47.19885949069495,54.90727655768066,58.070698243718915,0,Normal
2,114.875,48.849741827425014,1.4132742148816086,0.9226706881429105,-63.313973707772995,30.50357203450688,42.99563260517607,0,Normal
3,48.25,48.7364573818311,0.637629311977785,0.9490954499804912,-48.856213624176235,42.82425588269373,50.03519223588695,0,Normal
4,114.625,54.09613934906766,1.601658743990543,0.9786108187760666,-47.773607483698186,37.34123714237768,93.08653012001542,0,Normal
5,70.5,48.575121158192545,1.6651998296741315,0.9856302005959179,-48.654953772663575,28.79159267217001,63.5501166926945,0,Normal
1,74.875,35.84041183942879,1.662873450539656,0.9450529595853826,-54.74547211476448,25.835317227322403,74.76105646323401,0,Normal
2,93.375,49.730528935423855,1.1639141871425946,0.9838874617906201,-56.23230039938477,43.681968468785,79.93611926395502,0,Normal
3,83.625,37.93537073216373,3.1089282032143832,0.9974204701682711,-45.07475426950246,49.202726913673786,60.182877385396026,0,Normal
4,80.125,39.404975612828146,0.6123849418498524,0.9885499148860075,-60.416560975716756,50.26046984520232,48.097489092578435,0,Normal
5,55.875,41.65192895031654,0.5695979209869387,0.9294115190527461,-54.062480682479105,39.481404192308034,51.36195589219795,0,Normal
1,66.5,44.108649787347275,2.6584848630156097,0.9791784265668433,-51.58648949235349,48.323664015471564,57.22965621193357,0,Normal
2,52.0,32.65019677846483,1.0070046085870747,0.9455733465952436,-50.98264728277136,45.18541400465634,74.98376311937241,0,Normal
3,89.375,53.93514752161343,0.8387165187244988,0.9990732791529662,-60.91950668522843,46.727635824974,61.90543019989799,0,Normal
4,71.125,35.75587271928413,3.1120383284061788,0.958828718652791,-51.92011815320397,39.77797015665442,40.37480838450705,0,Normal
5,34.625,57.56088497631083,2.1900059017764946,0.9297947118687153,-48.63260867037326,44.00235220726381,68.78739517871095,0,Normal
1,63.5,36.00038609733714,1.0838748163032448,0.9780148438421913,-63.99962846357776,49.16577740728171,90.68323655490798,0,Normal
2,125.375,55.255363042513615,1.6522555339854927,0.9458408958708971,-46.76957413349367,36.93652526671069,84.66426860547735,0,Normal
3,102.0,44.772628339207465,2.8621098993793788,0.999766252566533,-64.40991889709588,49.17936702602751,85.38662541927971,0,Normal
